month,name,value,city
1,January,0.9999999999999999,"Stanislaus County, California"
1,February,0.9771965963931072,"Stanislaus County, California"
1,March,0.9590165798088546,"Stanislaus County, California"
1,April,0.9086520531756842,"Stanislaus County, California"
1,May,0.9307252549183463,"Stanislaus County, California"
1,June,0.9517443151566206,"Stanislaus County, California"
1,July,0.9418193211258591,"Stanislaus County, California"
1,August,0.9377375942715456,"Stanislaus County, California"
1,September,0.9449287136990441,"Stanislaus County, California"
1,October,0.9471193713170765,"Stanislaus County, California"
1,November,0.9463758308341497,"Stanislaus County, California"
1,December,0.9453739710841826,"Stanislaus County, California"
2,February,1,"Stanislaus County, California"
2,March,0.96603225117029,"Stanislaus County, California"
2,April,0.9176332614908966,"Stanislaus County, California"
2,May,0.9384042359498617,"Stanislaus County, California"
2,June,0.9556906250264906,"Stanislaus County, California"
2,July,0.9474286963135794,"Stanislaus County, California"
2,August,0.9434921741767486,"Stanislaus County, California"
2,September,0.951335601316108,"Stanislaus County, California"
2,October,0.9532592825821351,"Stanislaus County, California"
2,November,0.9510160452325888,"Stanislaus County, California"
2,December,0.9493249735332046,"Stanislaus County, California"
3,March,1,"Stanislaus County, California"
3,April,0.9425642584092824,"Stanislaus County, California"
3,May,0.9548697101676231,"Stanislaus County, California"
3,June,0.9578809163733893,"Stanislaus County, California"
3,July,0.9540622972654488,"Stanislaus County, California"
3,August,0.9524828633155951,"Stanislaus County, California"
3,September,0.9546521016294891,"Stanislaus County, California"
3,October,0.9541339989131198,"Stanislaus County, California"
3,November,0.94839431606215,"Stanislaus County, California"
3,December,0.9421172436544712,"Stanislaus County, California"
4,April,0.9999999999999998,"Stanislaus County, California"
4,May,0.9667754166469343,"Stanislaus County, California"
4,June,0.9404430086217369,"Stanislaus County, California"
4,July,0.9494893680593416,"Stanislaus County, California"
4,August,0.9491142653568292,"Stanislaus County, California"
4,September,0.9341632140020822,"Stanislaus County, California"
4,October,0.9290049945758672,"Stanislaus County, California"
4,November,0.9294228131257296,"Stanislaus County, California"
4,December,0.9181169097204073,"Stanislaus County, California"
5,May,0.9999999999999999,"Stanislaus County, California"
5,June,0.9610180116958258,"Stanislaus County, California"
5,July,0.9634608257281299,"Stanislaus County, California"
5,August,0.9649594276966872,"Stanislaus County, California"
5,September,0.954055188306403,"Stanislaus County, California"
5,October,0.9501963620335466,"Stanislaus County, California"
5,November,0.948763579493563,"Stanislaus County, California"
5,December,0.941214573038253,"Stanislaus County, California"
6,June,1,"Stanislaus County, California"
6,July,0.96721466280207,"Stanislaus County, California"
6,August,0.9646763481970871,"Stanislaus County, California"
6,September,0.9645080311142189,"Stanislaus County, California"
6,October,0.9647535603747484,"Stanislaus County, California"
6,November,0.9643535144582628,"Stanislaus County, California"
6,December,0.9588779661444442,"Stanislaus County, California"
7,July,1,"Stanislaus County, California"
7,August,0.9687416605971788,"Stanislaus County, California"
7,September,0.9646024198176937,"Stanislaus County, California"
7,October,0.963619876079568,"Stanislaus County, California"
7,November,0.9616178052114945,"Stanislaus County, California"
7,December,0.9544532080760484,"Stanislaus County, California"
8,August,1,"Stanislaus County, California"
8,September,0.9660226418543917,"Stanislaus County, California"
8,October,0.9593938359141876,"Stanislaus County, California"
8,November,0.9598628448846174,"Stanislaus County, California"
8,December,0.9539541575501197,"Stanislaus County, California"
9,September,1,"Stanislaus County, California"
9,October,0.9730055095697288,"Stanislaus County, California"
9,November,0.9658306396027437,"Stanislaus County, California"
9,December,0.9630335704345822,"Stanislaus County, California"
10,October,0.9999999999999999,"Stanislaus County, California"
10,November,0.970540821488348,"Stanislaus County, California"
10,December,0.9661468394781846,"Stanislaus County, California"
11,November,1,"Stanislaus County, California"
11,December,0.9726938517107154,"Stanislaus County, California"
12,December,1,"Stanislaus County, California"
